,flow,src,src_port,dst,Destination Port,protocol,timestamp,Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,total_bpktl,Fwd Packet Length Min,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,mean_biat,std_biat,Bwd IAT Max,min_biat,Fwd PSH Flags,bpsh_cnt,furg_cnt,burg_cnt,Fwd Header Length,total_bhlen,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Mean Packet Length,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,flow_cwr,flow_ece,downUpRatio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,Min Header size_forward,mean_active_s,std_active_s,max_active_s,min_active_s,Idle Mean,Idle Std,Idle Max,Idle Min,Label
20,192.168.18.9:46718<->35.232.111.17:46718,192.168.18.9,46718.0,35.232.111.17,0.0,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99674089472163,224.99674089472163,0.0,0.0,0.0,224.99674089472163,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
21,35.232.111.17:80<->192.168.18.9:80,35.232.111.17,80.0,192.168.18.9,172.5175089599842,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9967408947729,224.9967408947729,0.0,0.0,0.0,224.9967408947729,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.764760375494071,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
22,174.129.247.193:443<->192.168.18.9:443,174.129.247.193,443.0,192.168.18.9,156.6854634531286,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99618631466456,224.99618631466456,0.0,0.0,0.0,224.99618631466456,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.44466403162055335,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
23,192.168.18.9:42422<->174.129.247.193:42422,192.168.18.9,42422.0,174.129.247.193,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9961847449107,224.9961847449107,0.0,0.0,0.0,224.9961847449107,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
24,192.168.18.9:39554<->18.209.145.64:39554,192.168.18.9,39554.0,18.209.145.64,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99618324874436,224.99618324874436,0.0,0.0,0.0,224.99618324874436,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
25,13.107.5.93:443<->192.168.18.9:443,13.107.5.93,443.0,192.168.18.9,168.21178443428798,TCP,0.0,225.0,0.0,0.0,5.172413793103448,0.0,24.363057324840764,5.985915492957746,16.739606126914662,0.0,0.0,0.0,0.0,0.0,0.0021379522642652102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99080573868167,224.99080573868167,0.0,0.0,0.0,224.99080573868167,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,24.363057324840764,5.985915492957746,22.03341013824885,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,22.03341013824885,16.739606126914662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172413793103448,0.0,0.0,7.111150568181819,0.0,0.0,24.363057324840764,0.0,0.0,0.0,0.0,,,,,None
26,192.168.18.9:45554<->13.107.5.93:45554,192.168.18.9,45554.0,13.107.5.93,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99080573876967,224.99080573876967,0.0,0.0,0.0,224.99080573876967,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
27,13.107.5.93:443<->192.168.18.9:443,13.107.5.93,443.0,192.168.18.9,168.18958997796994,TCP,0.0,225.0,0.0,0.0,5.172413793103448,0.0,24.363057324840764,5.985915492957746,16.739606126914662,0.0,0.0,0.0,0.0,0.0,0.0021379522642652102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99080347882997,224.99080347882997,0.0,0.0,0.0,224.99080347882997,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,24.363057324840764,5.985915492957746,22.03341013824885,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,22.03341013824885,16.739606126914662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172413793103448,0.0,0.0,7.111150568181819,0.0,0.0,24.363057324840764,0.0,0.0,0.0,0.0,,,,,None
28,192.168.18.9:45548<->13.107.5.93:45548,192.168.18.9,45548.0,13.107.5.93,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9908034789388,224.9908034789388,0.0,0.0,0.0,224.9908034789388,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
29,40.77.226.250:443<->192.168.18.9:443,40.77.226.250,443.0,192.168.18.9,155.74589813566567,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99079805462137,224.99079805462137,0.0,0.0,0.0,224.99079805462137,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,7.125046319169961,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
30,192.168.18.9:42184<->40.77.226.250:42184,192.168.18.9,42184.0,40.77.226.250,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9907980546861,224.9907980546861,0.0,0.0,0.0,224.9907980546861,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
31,40.77.226.250:443<->192.168.18.9:443,40.77.226.250,443.0,192.168.18.9,155.73110183145366,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99079546678448,224.99079546678448,0.0,0.0,0.0,224.99079546678448,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,7.125046319169961,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
32,192.168.18.9:42180<->40.77.226.250:42180,192.168.18.9,42180.0,40.77.226.250,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99079546685374,224.99079546685374,0.0,0.0,0.0,224.99079546685374,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
33,40.77.226.250:443<->192.168.18.9:443,40.77.226.250,443.0,192.168.18.9,155.70890737513565,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9907932678504,224.9907932678504,0.0,0.0,0.0,224.9907932678504,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,3.5607861907114624,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
34,142.250.181.98:443<->192.168.18.9:443,142.250.181.98,443.0,192.168.18.9,141.2825107684214,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.99050366606545,224.99050366606545,0.0,0.0,0.0,224.99050366606545,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
35,192.168.18.9:40992<->40.77.226.250:40992,192.168.18.9,40992.0,40.77.226.250,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98986968135216,224.98986968135216,0.0,0.0,0.0,224.98986968135216,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
36,40.77.226.250:443<->192.168.18.9:443,40.77.226.250,443.0,192.168.18.9,151.33659948048532,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98986968123222,224.98986968123222,0.0,0.0,0.0,224.98986968123222,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,7.125046319169961,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
37,192.168.18.9:53274<->34.120.208.123:53274,192.168.18.9,53274.0,34.120.208.123,1.342764607240325,TCP,0.0,225.0,0.0,0.0,6.54158215010142,0.0,30.812101910828027,7.570422535211268,21.170678336980306,0.0,0.0,0.0,0.0,0.0,0.0027038808048060014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98858837853882,224.98858837853882,0.0,0.0,0.0,224.98858837853882,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,30.812101910828027,7.570422535211268,27.86578341013825,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,27.86578341013825,15.26258205689278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54158215010142,0.0,0.0,1.740442811264822,0.0,0.0,30.812101910828027,0.0,0.0,0.0,0.0,,,,,None
38,192.168.18.9:52850<->54.230.151.66:52850,192.168.18.9,52850.0,54.230.151.66,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98872076410498,224.98872076410498,0.0,0.0,0.0,224.98872076410498,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
39,54.230.151.66:443<->192.168.18.9:443,54.230.151.66,443.0,192.168.18.9,195.2002433170026,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98872077645916,224.98872077645916,0.0,0.0,0.0,224.98872077645916,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.024317564229249012,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
40,192.168.18.9:52850<->54.230.151.66:52850,192.168.18.9,52850.0,54.230.151.66,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9887207324199,224.9887207324199,0.0,0.0,0.0,224.9887207324199,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
41,35.224.170.84:80<->192.168.18.9:80,35.224.170.84,80.0,192.168.18.9,187.89826718837338,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9885621193926,224.9885621193926,0.0,0.0,0.0,224.9885621193926,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.764760375494071,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
42,192.168.18.9:50876<->35.224.170.84:50876,192.168.18.9,50876.0,35.224.170.84,0.0,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98856211931474,224.98856211931474,0.0,0.0,0.0,224.98856211931474,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
43,192.168.18.9:43538<->34.117.237.239:43538,192.168.18.9,43538.0,34.117.237.239,1.342764607240325,TCP,0.0,225.0,0.0,0.0,5.476673427991886,0.0,25.796178343949045,6.338028169014085,17.724288840262584,0.0,0.0,0.0,0.0,0.0,0.002263714162163164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98862136466647,224.98862136466647,0.0,0.0,0.0,224.98862136466647,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,25.796178343949045,6.338028169014085,23.329493087557605,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,23.329493087557605,11.816192560175054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476673427991886,0.0,0.0,1.740442811264822,0.0,0.0,25.796178343949045,0.0,0.0,0.0,0.0,,,,,None
44,34.117.237.239:443<->192.168.18.9:443,34.117.237.239,443.0,192.168.18.9,160.7544471114326,TCP,0.0,0.09193268305445891,112.5,0.0,11.866125760649087,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,18.770773103809535,17.063681824106347,0.8842288672160382,0.0,0.35032689618676427,0.8842288672160382,0.3501540333699892,0.7003080667399784,0.0,5.2447308523356935e-11,6.05407437287662e-11,0.0,0.0,0.0,5.2447308523356935e-11,0.0,0.0,0.0,0.0,0.0,,0.0,34.12793591503788,0.0,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,64.28571428571428,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,11.866125760649087,0.0,0.0,0.9344892539525692,0.0,112.5,8.598726114649681,4.420280456542969e-13,0.0,4.420280456542969e-13,0.0,,,,,None
45,52.87.63.89:443<->192.168.18.9:443,52.87.63.89,443.0,192.168.18.9,212.6154933745438,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.97538853612934,224.97538853612934,0.0,0.0,0.0,224.97538853612934,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.44466403162055335,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
46,192.168.18.9:57558<->52.87.63.89:57558,192.168.18.9,57558.0,52.87.63.89,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9753884976078,224.9753884976078,0.0,0.0,0.0,224.9753884976078,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
47,35.224.170.84:80<->192.168.18.9:80,35.224.170.84,80.0,192.168.18.9,187.93525794890343,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98860390821022,224.98860390821022,0.0,0.0,0.0,224.98860390821022,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.764760375494071,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
48,192.168.18.9:50886<->35.224.170.84:50886,192.168.18.9,50886.0,35.224.170.84,0.0,TCP,0.0,0.009043503282926097,112.5,0.0,11.866125760649087,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,112.57642839339618,102.3416932655127,0.14784840821846384,0.0,0.05857677336457429,0.14784840821846384,0.058576896085450865,0.11715379217090173,0.0,1.9867474703714846e-12,1.0080182675782571e-11,0.0,0.0,0.0,1.9867474703714846e-12,0.0,0.0,0.0,0.0,0.0,,0.0,204.68681877715457,0.0,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,64.28571428571428,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,11.866125760649087,0.0,0.0,1.740442811264822,0.0,112.5,8.598726114649681,7.390975952148437e-14,0.0,7.390975952148437e-14,0.0,,,,,None
49,35.232.111.17:80<->192.168.18.9:80,35.232.111.17,80.0,192.168.18.9,169.35109985861308,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9887266581371,224.9887266581371,0.0,0.0,0.0,224.9887266581371,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.764760375494071,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
50,192.168.18.9:45862<->35.232.111.17:45862,192.168.18.9,45862.0,35.232.111.17,0.0,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98872665810114,224.98872665810114,0.0,0.0,0.0,224.98872665810114,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
