,flow,src,src_port,dst,Destination Port,protocol,timestamp,Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,total_bpktl,Fwd Packet Length Min,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,mean_biat,std_biat,Bwd IAT Max,min_biat,Fwd PSH Flags,bpsh_cnt,furg_cnt,burg_cnt,Fwd Header Length,total_bhlen,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Mean Packet Length,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,flow_cwr,flow_ece,downUpRatio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,Min Header size_forward,mean_active_s,std_active_s,max_active_s,min_active_s,Idle Mean,Idle Std,Idle Max,Idle Min,Label
51,40.77.226.250:443<->192.168.18.9:443,40.77.226.250,443.0,192.168.18.9,149.84957090717785,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9895786237062,224.9895786237062,0.0,0.0,0.0,224.9895786237062,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,3.5607861907114624,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
52,192.168.18.9:40590<->40.77.226.250:40590,192.168.18.9,40590.0,40.77.226.250,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98957862380888,224.98957862380888,0.0,0.0,0.0,224.98957862380888,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
53,35.186.227.140:443<->192.168.18.9:443,35.186.227.140,443.0,192.168.18.9,131.33199618584158,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98858331221666,224.98858331221666,0.0,0.0,0.0,224.98858331221666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.9205935029644269,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
54,192.168.18.9:35584<->35.186.227.140:35584,192.168.18.9,35584.0,35.186.227.140,1.342764607240325,TCP,0.0,225.0,0.0,0.0,5.476673427991886,0.0,25.796178343949045,6.338028169014085,17.724288840262584,0.0,0.0,0.0,0.0,0.0,0.002263714162163164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9885833049658,224.9885833049658,0.0,0.0,0.0,224.9885833049658,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,25.796178343949045,6.338028169014085,23.329493087557605,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,23.329493087557605,11.816192560175054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476673427991886,0.0,0.0,1.740442811264822,0.0,0.0,25.796178343949045,0.0,0.0,0.0,0.0,,,,,None
55,192.168.18.9:59278<->140.82.113.26:59278,192.168.18.9,59278.0,140.82.113.26,1.342764607240325,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98857121970784,224.98857121970784,0.0,0.0,0.0,224.98857121970784,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.740442811264822,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
56,140.82.113.26:443<->192.168.18.9:443,140.82.113.26,443.0,192.168.18.9,218.97790418571006,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9885712197112,224.9885712197112,0.0,0.0,0.0,224.9885712197112,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.24317564229249014,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
57,140.82.113.26:443<->192.168.18.9:443,140.82.113.26,443.0,192.168.18.9,218.97790418571006,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98857125028744,224.98857125028744,0.0,0.0,0.0,224.98857125028744,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
58,140.82.113.26:443<->192.168.18.9:443,140.82.113.26,443.0,192.168.18.9,218.97790418571006,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.9885712502008,224.9885712502008,0.0,0.0,0.0,224.9885712502008,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
59,=======,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,40.77.226.250:443<->192.168.18.12:443,40.77.226.250,443.0,192.168.18.12,224.9260184789399,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88062499260772,224.88062499260772,0.0,0.0,0.0,224.88062499260772,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,3.5607861907114624,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
61,192.168.18.12:60886<->40.77.226.250:60886,192.168.18.12,60886.0,40.77.226.250,1.342764607240325,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88062499274815,224.88062499274815,0.0,0.0,0.0,224.88062499274815,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.740442811264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
62,192.168.18.12:60888<->40.77.226.250:60888,192.168.18.12,60888.0,40.77.226.250,1.342764607240325,TCP,0.0,0.034388353247814515,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,46.89549213430585,40.484543407461224,0.3729595329897586,0.0,0.14776463474545717,0.3729595329897586,0.14767906605955422,0.29535813211910844,0.0,1.740683674693271e-11,2.5500271952343247e-11,0.0,0.0,0.0,1.740683674693271e-11,0.0,112.5,0.0,0.0,0.0,,0.0,80.97044455010315,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,1.864433288574219e-13,0.0,1.864433288574219e-13,0.0,,,,,None
63,40.77.226.250:443<->192.168.18.12:443,40.77.226.250,443.0,192.168.18.12,224.93341663104593,TCP,0.0,15.756950825102871,112.5,0.0,55.98377281947261,0.0,0.0,55.28169014084507,77.2975929978118,70.11268204124069,0.0,0.0,0.0,0.0,0.37535082704336337,0.10392771494872867,140.15170624481993,0.0,55.527379917614574,140.15170624481993,55.51232133144319,111.02464266288638,0.0,9.598853918734026e-09,9.606947353939092e-09,0.0,0.0,0.0,9.598853918734026e-09,0.0,112.5,0.0,0.0,0.0,,0.0,0.20785891533419346,0.0,0.0,55.28169014084507,101.74251152073734,93.56217551562732,38.906136387631335,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,101.74251152073734,77.2975929978118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,55.98377281947261,0.0,0.0,3.5607861907114624,0.0,112.5,0.0,7.006216049194336e-11,0.0,7.006216049194336e-11,0.0,,,,,None
64,35.232.111.17:80<->192.168.18.12:40370,35.232.111.17,80.0,192.168.18.12,149.03577417551705,TCP,0.0,63.967751622518406,225.0,225.0,45.63894523326572,351.0,8.598726114649681,28.169014084507044,31.50984682713348,26.283661771901464,141.42857142857142,93.54619565217392,87.75,52.62971574801014,0.15252125034827918,0.08911390960987475,94.79356334800858,222.12084174913056,225.0,0.0009538606981836375,225.0,225.0,225.0,3.893046326437425e-08,0.0,225.0,0.094768548,0.1638783713563979,3.893046326437425e-08,5.7098e-05,112.5,1.0,0.0,0.0,,0.0,0.07207271590017622,0.10615453182610106,8.598726114649681,28.169014084507044,30.272794601711656,24.989983255992954,2.7755522805991473,225.0,225.0,0.0,112.5,225.0,,0.0,0.0,1.0085470085470083,30.272794601711656,24.288840262582056,26.815068493150683,265.5,1.3333333333333333,0.5833333333333334,0.0,1.5,0.65625,225.0,45.63894523326572,225.0,149.85768500948765,225.0,22.585482903419315,225.0,8.598726114649681,2.8432512283325176e-10,0.0,2.8432512283325176e-10,0.0,,,,,None
65,35.232.111.17:80<->192.168.18.12:80,35.232.111.17,80.0,192.168.18.12,149.03577417551705,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88062786004096,224.88062786004096,0.0,0.0,0.0,224.88062786004096,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,1.764760375494071,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
66,40.77.226.250:443<->192.168.18.12:443,40.77.226.250,443.0,192.168.18.12,224.985203695788,TCP,0.0,25.300842089040298,112.5,0.0,55.98377281947261,0.0,0.0,55.28169014084507,77.2975929978118,70.11268204124069,0.0,0.0,0.0,0.0,0.23252409109616382,0.06331340913552881,225.0,0.0,89.14383432221003,225.0,89.11952119075934,178.2390423815187,0.0,1.5414941476607285e-08,1.5423034911812144e-08,0.0,0.0,0.0,1.5414941476607285e-08,0.0,112.5,0.0,0.0,0.0,,0.0,0.12662894162075505,0.0,0.0,55.28169014084507,101.74251152073734,93.56217551562732,38.906136387631335,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,101.74251152073734,77.2975929978118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,55.98377281947261,0.0,0.0,7.125046319169961,0.0,112.5,0.0,1.1247801780700684e-10,0.0,1.1247801780700684e-10,0.0,,,,,None
67,192.168.18.12:60902<->40.77.226.250:60902,192.168.18.12,60902.0,40.77.226.250,1.342764607240325,TCP,0.0,0.0518417385645445,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,33.11240486487677,28.58545530849948,0.527961896444584,0.0,0.20917576811153693,0.527961896444584,0.20908536963751348,0.41817073927502696,0.0,2.803385832890941e-11,3.612729353431956e-11,0.0,0.0,0.0,2.803385832890941e-11,0.0,112.5,0.0,0.0,0.0,,0.0,57.17186929097828,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,2.6392936706542973e-13,0.0,2.6392936706542973e-13,0.0,,,,,None
68,192.168.18.12:60904<->40.77.226.250:60904,192.168.18.12,60904.0,40.77.226.250,1.342764607240325,TCP,0.0,0.018144608497590576,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,76.54904893467544,66.0847792557669,0.22844963721488434,0.0,0.09051056271490059,0.22844963721488434,0.09040396681257756,0.18080793362515513,0.0,7.49476452726652e-12,1.5588199732677407e-11,0.0,0.0,0.0,7.49476452726652e-12,0.0,112.5,0.0,0.0,0.0,,0.0,132.17177480501655,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,1.1420249938964846e-13,0.0,1.1420249938964846e-13,0.0,,,,,None
69,192.168.18.12:60904<->40.77.226.250:443,192.168.18.12,60904.0,40.77.226.250,1.342764607240325,TCP,0.0,87.13789825655593,225.0,112.5,225.0,473.0,0.0,225.0,225.0,225.0,225.0,225.0,236.5,225.0,0.3222929191403141,0.044934370511381085,193.68797255848747,214.80906568397353,165.78757416575343,0.04769303490918188,141.126677282516,141.126677282516,139.7487756435803,2.4296073581715776e-08,1.192086876127997e-10,166.2558837558638,0.210077716,0.0,2.4296073581715776e-08,0.210077716,225.0,2.0,0.0,0.0,,0.0,0.05090380757231836,0.03896513364148508,0.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0,225.0,160.71428571428572,,0.0,0.0,3.241014799154334,225.0,225.0,225.0,1149.75,1.3333333333333333,0.8333333333333333,0.0,1.0,0.625,225.0,225.0,112.5,201.94497153700192,1.740442811264822,46.0257948410318,225.0,0.0,3.873002529144287e-10,0.0,3.873002529144287e-10,0.0,,,,,None
70,40.77.226.250:443<->192.168.18.12:443,40.77.226.250,443.0,192.168.18.12,225.0,TCP,0.0,13.568883846088662,112.5,0.0,55.98377281947261,0.0,0.0,55.28169014084507,77.2975929978118,70.11268204124069,0.0,0.0,0.0,0.0,0.4363920953205155,0.12128545067371461,120.69867116606291,0.0,47.82018820150409,120.69867116606291,47.80718075749218,95.61436151498437,0.0,8.265396433093545e-09,8.273489868298658e-09,0.0,0.0,0.0,8.265396433093545e-09,0.0,112.5,0.0,0.0,0.0,,0.0,0.2425749689127129,0.0,0.0,55.28169014084507,101.74251152073734,93.56217551562732,38.906136387631335,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,101.74251152073734,77.2975929978118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,55.98377281947261,0.0,0.0,7.125046319169961,0.0,112.5,0.0,6.033754348754883e-11,0.0,6.033754348754883e-11,0.0,,,,,None
71,192.168.18.12:60906<->40.77.226.250:60906,192.168.18.12,60906.0,40.77.226.250,1.342764607240325,TCP,0.0,0.01658935634065424,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,81.4820226856535,70.34346877179034,0.21461865709131223,0.0,0.0850308000453473,0.21461865709131223,0.08508347638631213,0.17016695277262425,0.0,6.573996409139352e-12,1.4667431614550275e-11,0.0,0.0,0.0,6.573996409139352e-12,0.0,112.5,0.0,0.0,0.0,,0.0,140.68929666126476,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,1.0728836059570313e-13,0.0,1.0728836059570313e-13,0.0,,,,,None
72,40.77.226.250:443<->192.168.18.12:443,40.77.226.250,443.0,192.168.18.12,124.4739091835728,TCP,0.0,225.0,0.0,0.0,47.76876267748479,0.0,225.0,55.28169014084507,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.019744617969978707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88205288428898,224.88205288428898,0.0,0.0,0.0,224.88205288428898,0.0,112.5,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,225.0,55.28169014084507,203.48502304147468,0.0,0.0,225.0,0.0,0.0,56.25,32.14285714285714,,0.0,0.0,1.0,203.48502304147468,154.5951859956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.76876267748479,0.0,0.0,3.5607861907114624,0.0,0.0,225.0,0.0,0.0,0.0,0.0,,,,,None
73,13.227.250.11:443<->192.168.18.12:36346,13.227.250.11,443.0,192.168.18.12,134.15069213823034,TCP,0.0,0.07413368614729865,112.5,112.5,21.450304259634887,132.0,25.796178343949045,8.97887323943662,21.41684901531729,3.349331944645255,141.42857142857142,40.35326086956522,66.0,0.0,56.64017786602372,41.569561756041985,0.2419626637723973,0.1316744931075364,0.15456709874904057,0.11875565692386288,0.04709683863404958,0.09419367726809916,0.0,0.0,8.093435205411159e-12,0.15424896031961996,0.000194906,0.0,0.0,0.000194906,225.0,0.0,0.0,0.0,,0.0,41.56648589130131,41.57263751763046,8.598726114649681,8.97887323943662,17.983150921658986,8.086433865124366,0.29062405624457865,225.0,0.0,0.0,112.5,128.57142857142856,,0.0,0.0,1.4772727272727273,17.983150921658986,15.50875273522976,0.0,130.0,1.5,0.6,0.0,1.5,0.6,112.5,21.450304259634887,112.5,56.35673624288425,0.024317564229249012,22.540491901619674,112.5,25.796178343949045,3.628730773925781e-13,0.0,3.628730773925781e-13,0.0,,,,,None
74,192.168.18.12:33732<->40.77.226.250:443,192.168.18.12,33732.0,40.77.226.250,1.342764607240325,TCP,0.0,97.48395402188208,225.0,168.75,223.93509127789045,527.0,0.0,223.76760563380282,223.8512035010941,223.7265342843128,115.71428571428571,225.0,175.66666666666666,203.87201044529093,0.2945509831672464,0.04847308873157977,173.34634469981995,225.0,183.75496013000262,0.07630885585469101,157.73237477654646,157.73237477654646,154.7950613787171,2.7034927898679895e-08,2.541490036182263e-10,186.8489042377224,0.118049329,0.1636203315797038,2.7034927898679895e-08,0.002352283,225.0,2.0,0.0,0.0,,0.0,0.04470097502672642,0.05224507593482792,0.0,223.76760563380282,186.74395161290326,208.7522804945079,193.67784271847864,225.0,0.0,0.0,225.0,192.85714285714283,,0.0,0.0,2.8956356736242883,186.74395161290326,223.8512035010941,150.00000000000003,1144.5,1.3333333333333333,0.7999999999999999,0.0,1.3333333333333333,0.7999999999999999,225.0,223.93509127789045,168.75,225.0,1.740442811264822,46.0257948410318,225.0,0.0,4.3328118324279767e-10,0.0,4.3328118324279767e-10,0.0,,,,,None
75,13.227.250.11:443<->192.168.18.12:443,13.227.250.11,443.0,192.168.18.12,134.15069213823034,TCP,0.0,225.0,0.0,0.0,1.8255578093306288,0.0,8.598726114649681,2.112676056338028,5.908096280087527,0.0,0.0,0.0,0.0,0.0,0.0007545713873877213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88205327413547,224.88205327413547,0.0,0.0,0.0,224.88205327413547,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,8.598726114649681,2.112676056338028,7.776497695852536,0.0,0.0,225.0,0.0,0.0,0.0,32.14285714285714,,0.0,0.0,1.0,7.776497695852536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8255578093306288,0.0,0.0,0.024317564229249012,0.0,0.0,8.598726114649681,0.0,0.0,0.0,0.0,,,,,None
76,192.168.18.12:33730<->40.77.226.250:33730,192.168.18.12,33730.0,40.77.226.250,1.342764607240325,TCP,0.0,0.05996361093965646,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,29.12833672367121,25.145966253705488,0.5999783791573767,0.0,0.2377083254600591,0.5999783791573767,0.23769003760013963,0.47538007520027925,0.0,3.298420391351507e-11,4.107763911892504e-11,0.0,0.0,0.0,3.298420391351507e-11,0.0,112.5,0.0,0.0,0.0,,0.0,50.29277583081695,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,2.9993057250976564e-13,0.0,2.9993057250976564e-13,0.0,,,,,None
77,192.168.18.12:33732<->40.77.226.250:33732,192.168.18.12,33732.0,40.77.226.250,1.342764607240325,TCP,0.0,0.01347885202678157,112.5,0.0,12.931034482758621,0.0,0.0,5.457746478873239,7.63129102844639,6.921952685600195,0.0,0.0,0.0,0.0,93.5373996332492,80.75100589040099,0.186956696843993,0.0,0.07407127470617136,0.186956696843993,0.07415250305485155,0.1483050061097031,0.0,4.682273854011669e-12,1.277570905942266e-11,0.0,0.0,0.0,4.682273854011669e-12,0.0,112.5,0.0,0.0,0.0,,0.0,161.50471993735627,0.0,0.0,5.457746478873239,10.044642857142858,9.237030066829448,0.37921210869116107,225.0,0.0,0.0,56.25,64.28571428571428,,0.0,0.0,1.0,10.044642857142858,7.63129102844639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,12.931034482758621,0.0,0.0,1.740442811264822,0.0,112.5,0.0,9.34600830078125e-14,0.0,9.34600830078125e-14,0.0,,,,,None
78,13.67.9.5:443<->192.168.18.12:443,13.67.9.5,443.0,192.168.18.12,183.97724657218953,TCP,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.88206674107715,224.88206674107715,0.0,0.0,0.0,224.88206674107715,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0075455999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,32.14285714285714,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,None
79,192.229.133.221:443<->192.168.18.12:52254,192.229.133.221,443.0,192.168.18.12,192.9955939894124,TCP,0.0,0.05765953367012116,0.0,112.5,10.496957403651116,132.0,49.44267515923567,12.147887323943662,33.97155361050328,0.0,141.42857142857142,40.35326086956522,66.0,0.0,55.32815941298365,39.053860853725375,0.2897351870730814,0.24724292458634847,0.18706776009973236,0.10730932854565924,0.0,0.0,0.0,224.88206724301784,224.88206724301784,0.18682464144116673,0.000236068,0.0,224.88206724301784,0.000236068,112.5,0.0,0.0,0.0,,0.0,26.0313132518456,52.075971731448774,8.598726114649681,12.147887323943662,20.089285714285715,13.86755476280943,0.8547070004423046,225.0,0.0,0.0,56.25,96.42857142857142,,0.0,0.0,0.9318181818181818,20.089285714285715,28.063457330415755,0.0,123.0,1.0,0.5,0.0,1.5,0.75,0.0,10.496957403651116,112.5,56.35673624288425,0.4898252223320158,225.0,0.0,49.44267515923567,2.8967857360839844e-13,0.0,2.8967857360839844e-13,0.0,,,,,None
80,192.229.133.221:443<->192.168.18.12:52254,192.229.133.221,443.0,192.168.18.12,192.9955939894124,TCP,0.0,0.001555252156936336,0.0,56.25,5.476673427991886,54.0,25.796178343949045,6.338028169014085,17.724288840262584,0.0,115.71428571428571,33.01630434782609,54.0,0.0,223.8607423009051,186.54998818159422,0.08060122899651738,0.0,0.03193378935036469,0.08060122899651738,0.0,0.0,0.0,224.88206724307057,224.8820672430706,0.0,0.0,0.0,224.88206724307057,0.0,112.5,0.0,0.0,0.0,,0.0,186.54934343017368,186.5506329113924,0.0,6.338028169014085,11.664746543778802,10.726873625995488,0.5114036346136781,0.0,0.0,225.0,56.25,32.14285714285714,,0.0,0.0,1.6666666666666667,11.664746543778802,11.816192560175054,0.0,90.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,5.476673427991886,56.25,23.055028462998102,0.4898252223320158,0.0,0.0,25.796178343949045,4.029273986816406e-14,0.0,4.029273986816406e-14,0.0,,,,,None
